epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,31.3319,1.60713,4.13584,2.56986,0.00201,5.56005,0.75831,0.72287,0.80034,0.51901,0.70723,0.69165,0.71917,0.25779,1.18515,2.66126,1.22659,0.00157,0,0.000661111,0.000661111,0.000661111
2,53.3519,1.4585,2.36395,1.15786,0.00174,4.79116,0.77885,0.78064,0.82466,0.5458,0.73107,0.73419,0.73703,0.25249,1.14667,1.83524,0.96718,0.0015,0,0.00131463,0.00131463,0.00131463
3,74.8481,1.38882,1.99125,1.04513,0.00167,4.433,0.78544,0.8216,0.85771,0.57456,0.74995,0.77616,0.77531,0.27893,1.13851,1.63391,0.87632,0.00149,0,0.00195495,0.00195495,0.00195495
4,96.2125,1.40365,1.88774,0.9361,0.0016,4.0155,0.8252,0.82552,0.87457,0.60646,0.79106,0.78912,0.81159,0.31857,1.06415,1.51818,0.7255,0.00139,0,0.0019406,0.0019406,0.0019406
5,117.864,1.34694,1.7601,0.87542,0.00158,3.61032,0.83299,0.84883,0.89051,0.62414,0.81095,0.82201,0.84596,0.34053,1.03448,1.43525,0.68431,0.00135,0,0.0019208,0.0019208,0.0019208
6,139.37,1.36394,1.77243,0.81811,0.00154,3.23779,0.84628,0.87459,0.90587,0.61582,0.81554,0.83528,0.83734,0.32049,1.11371,1.45539,0.65534,0.00144,0,0.001901,0.001901,0.001901
7,160.856,1.36347,1.72727,0.83297,0.00159,2.89395,0.87105,0.87588,0.91201,0.60554,0.84573,0.84621,0.85527,0.34974,1.17086,1.56947,0.61258,0.00153,0,0.0018812,0.0018812,0.0018812
8,182.294,1.30085,1.63553,0.76746,0.00156,2.52679,0.87125,0.87432,0.91256,0.6194,0.83398,0.84075,0.85094,0.33388,1.13331,1.40187,0.59991,0.00146,0,0.0018614,0.0018614,0.0018614
9,204.31,1.30875,1.58866,0.74065,0.00152,2.15131,0.88266,0.87705,0.91931,0.64234,0.85117,0.84158,0.85891,0.3391,1.06611,1.37557,0.55481,0.00137,0,0.0018416,0.0018416,0.0018416
10,225.73,1.27784,1.55999,0.70268,0.00142,1.74873,0.87302,0.89227,0.92156,0.65182,0.85663,0.86924,0.88332,0.38969,1.02069,1.35878,0.54918,0.00132,0,0.0018218,0.0018218,0.0018218
11,247.635,1.25065,1.48143,0.69833,0.0015,1.35733,0.88732,0.88407,0.92992,0.65724,0.8634,0.86597,0.88714,0.386,1.03787,1.30325,0.5361,0.00135,0,0.001802,0.001802,0.001802
12,268.805,1.25622,1.53023,0.67089,0.00143,1.11929,0.89343,0.8829,0.92845,0.6528,0.87074,0.85978,0.88434,0.39929,1.04453,1.27243,0.52844,0.00136,0,0.0017822,0.0017822,0.0017822
13,290.175,1.21672,1.46093,0.63941,0.00143,0.90835,0.88626,0.8881,0.92299,0.65669,0.84379,0.84121,0.84588,0.31119,1.02624,1.27924,0.54361,0.00132,0,0.0017624,0.0017624,0.0017624
14,311.477,1.28469,1.4728,0.6446,0.00146,0.79115,0.88933,0.8993,0.93533,0.68286,0.86964,0.87939,0.8977,0.39588,0.97786,1.25573,0.49812,0.00127,0,0.0017426,0.0017426,0.0017426
15,333.12,1.22838,1.47026,0.61692,0.00141,0.71851,0.90043,0.8824,0.93619,0.68805,0.87517,0.85376,0.88722,0.3791,0.95886,1.24977,0.50217,0.00122,0,0.0017228,0.0017228,0.0017228
16,354.26,1.22488,1.45312,0.60867,0.00142,0.69319,0.8915,0.89478,0.93732,0.68101,0.85191,0.85753,0.87135,0.34176,0.99133,1.24826,0.4928,0.00127,0,0.001703,0.001703,0.001703
17,375.674,1.22556,1.45327,0.58993,0.0014,0.63458,0.89667,0.8908,0.93643,0.68094,0.86052,0.85489,0.87445,0.34493,0.97482,1.312,0.50323,0.00125,0,0.0016832,0.0016832,0.0016832
18,397.504,1.2115,1.4309,0.59045,0.0014,0.63169,0.87937,0.89852,0.93593,0.68432,0.85263,0.86534,0.88749,0.37829,0.97759,1.22273,0.49122,0.00126,0,0.0016634,0.0016634,0.0016634
19,419.171,1.18371,1.38142,0.57032,0.00137,0.60422,0.89669,0.90359,0.94323,0.68268,0.87577,0.88251,0.90611,0.3948,1.00696,1.38753,0.47001,0.00131,0,0.0016436,0.0016436,0.0016436
20,440.862,1.25463,1.54584,0.58393,0.00145,0.60478,0.89299,0.8993,0.93953,0.68242,0.86309,0.87107,0.89102,0.37211,0.9964,1.23617,0.48028,0.00127,0,0.0016238,0.0016238,0.0016238
21,462.377,1.2946,1.46284,0.59166,0.00147,0.58751,0.90057,0.89444,0.94312,0.6868,0.87665,0.87471,0.90298,0.39313,1,1.30932,0.47761,0.00129,0,0.001604,0.001604,0.001604
22,484.111,1.20619,1.33666,0.56615,0.00139,0.57257,0.89787,0.89891,0.94658,0.69869,0.87886,0.87354,0.90699,0.38795,0.9645,1.21244,0.46952,0.00124,0,0.0015842,0.0015842,0.0015842
23,505.708,1.2125,1.39922,0.56073,0.00139,0.57685,0.91003,0.88835,0.94094,0.69049,0.88144,0.86181,0.89132,0.36197,0.97254,1.19453,0.49,0.00125,0,0.0015644,0.0015644,0.0015644
24,527.027,1.20152,1.35273,0.55963,0.00139,0.57033,0.90124,0.90113,0.94338,0.69405,0.87467,0.87439,0.89954,0.40267,0.98279,1.23323,0.48115,0.00127,0,0.0015446,0.0015446,0.0015446
25,552.096,1.18669,1.34525,0.54993,0.00133,0.55205,0.90515,0.90138,0.94574,0.6816,0.89192,0.87609,0.90997,0.39705,1.03618,1.24763,0.46611,0.00136,0,0.0015248,0.0015248,0.0015248
26,578.198,1.18309,1.33619,0.54034,0.00138,0.53502,0.8973,0.91055,0.94471,0.70205,0.87041,0.87301,0.89096,0.36539,0.95246,1.21041,0.45122,0.00122,0,0.001505,0.001505,0.001505
27,600.67,1.18399,1.35744,0.53654,0.00132,0.51913,0.91525,0.90203,0.94819,0.7073,0.88913,0.87641,0.90561,0.39209,0.95289,1.19863,0.44689,0.00123,0,0.0014852,0.0014852,0.0014852
28,623.001,1.17411,1.32502,0.52362,0.00129,0.52308,0.90561,0.90997,0.95133,0.7128,0.87891,0.88108,0.90075,0.37335,0.93355,1.26914,0.44239,0.0012,0,0.0014654,0.0014654,0.0014654
29,644.449,1.16322,1.30189,0.52296,0.00132,0.52534,0.91195,0.90515,0.95119,0.70526,0.88606,0.87627,0.9006,0.36607,0.96503,1.22522,0.44366,0.00124,0,0.0014456,0.0014456,0.0014456
30,665.633,1.16338,1.33329,0.51494,0.00127,0.52353,0.9151,0.90035,0.94881,0.70315,0.88958,0.88049,0.90736,0.38312,0.96215,1.23702,0.43779,0.00124,0,0.0014258,0.0014258,0.0014258
31,687.085,1.15506,1.29864,0.51061,0.00133,0.52294,0.91262,0.90097,0.94913,0.70801,0.88537,0.87471,0.89919,0.38365,0.95958,1.19013,0.44225,0.00124,0,0.001406,0.001406,0.001406
32,708.642,1.15168,1.30406,0.52186,0.00131,0.5129,0.90636,0.90984,0.94707,0.70849,0.86592,0.86924,0.88313,0.3547,0.93892,1.1618,0.46006,0.00119,0,0.0013862,0.0013862,0.0013862
33,731.219,1.15941,1.31809,0.50854,0.00131,0.49011,0.90392,0.91072,0.95007,0.71107,0.88946,0.87978,0.90349,0.3764,0.93649,1.20313,0.42219,0.00121,0,0.0013664,0.0013664,0.0013664
34,752.909,1.1622,1.29907,0.50729,0.00133,0.50037,0.90322,0.90593,0.94602,0.71485,0.87649,0.87533,0.89719,0.36633,0.9302,1.16444,0.44485,0.00118,0,0.0013466,0.0013466,0.0013466
35,774.811,1.15712,1.28281,0.50201,0.00128,0.47298,0.91875,0.91368,0.95097,0.71596,0.88539,0.8805,0.89907,0.35901,0.93008,1.15317,0.42058,0.00118,0,0.0013268,0.0013268,0.0013268
36,796.063,1.15525,1.29542,0.50118,0.00128,0.4774,0.90879,0.91023,0.95242,0.71695,0.88928,0.88092,0.90935,0.39008,0.92547,1.2256,0.42619,0.00118,0,0.001307,0.001307,0.001307
37,817.291,1.15582,1.31518,0.50198,0.0013,0.49755,0.91519,0.90906,0.95382,0.69201,0.8917,0.88407,0.91285,0.40175,1.02999,1.21843,0.44136,0.00133,0,0.0012872,0.0012872,0.0012872
38,838.54,1.1453,1.27943,0.51357,0.0013,0.48663,0.91561,0.90593,0.95595,0.73058,0.88832,0.87822,0.9097,0.397,0.88716,1.13586,0.43968,0.00113,0,0.0012674,0.0012674,0.0012674
39,859.715,1.14065,1.31651,0.50579,0.00131,0.45017,0.91424,0.91128,0.94758,0.71947,0.88997,0.88095,0.90288,0.36585,0.89732,1.12967,0.42219,0.00114,0,0.0012476,0.0012476,0.0012476
40,880.959,1.12909,1.27624,0.50213,0.00131,0.47177,0.90254,0.91083,0.95009,0.71509,0.88976,0.86951,0.90777,0.38497,0.92667,1.21852,0.43557,0.00119,0,0.0012278,0.0012278,0.0012278
41,902.092,1.14907,1.30481,0.50179,0.0013,0.45975,0.90909,0.91803,0.95158,0.71746,0.8774,0.88603,0.89791,0.35713,0.92547,1.13199,0.42261,0.00117,0,0.001208,0.001208,0.001208
42,923.413,1.12863,1.26791,0.49024,0.00129,0.47017,0.90882,0.91814,0.95095,0.71827,0.88517,0.89364,0.90709,0.37803,0.92015,1.14936,0.43065,0.00116,0,0.0011882,0.0011882,0.0011882
43,944.665,1.11403,1.29659,0.48133,0.00129,0.44613,0.90892,0.91998,0.95468,0.70057,0.885,0.88315,0.90169,0.36284,1.00373,1.19581,0.42887,0.00128,0,0.0011684,0.0011684,0.0011684
44,966.136,1.14393,1.26964,0.48634,0.00128,0.46681,0.91575,0.91335,0.9509,0.72074,0.88766,0.88516,0.90105,0.37455,0.90919,1.12264,0.41569,0.00115,0,0.0011486,0.0011486,0.0011486
45,988.765,1.11795,1.25049,0.47988,0.00128,0.45395,0.90719,0.9157,0.95026,0.71854,0.87322,0.87978,0.89101,0.35427,0.91826,1.14255,0.41806,0.00115,0,0.0011288,0.0011288,0.0011288
46,1010.13,1.10772,1.22392,0.47055,0.00124,0.46315,0.91188,0.90882,0.94907,0.71982,0.88682,0.87978,0.90427,0.37315,0.91982,1.17155,0.42322,0.00117,0,0.001109,0.001109,0.001109
47,1031.49,1.0901,1.22682,0.47932,0.00123,0.43875,0.90242,0.92403,0.94949,0.7186,0.88899,0.89032,0.90728,0.39291,0.91412,1.10577,0.41645,0.00116,0,0.0010892,0.0010892,0.0010892
48,1052.68,1.11383,1.2291,0.47586,0.00127,0.4546,0.91978,0.90851,0.95194,0.72975,0.89362,0.88407,0.90904,0.3868,0.89137,1.11004,0.4064,0.00114,0,0.0010694,0.0010694,0.0010694
49,1074.63,1.09444,1.20592,0.47489,0.00126,0.45982,0.91869,0.91284,0.94916,0.72124,0.89311,0.88707,0.90498,0.37954,0.91801,1.15309,0.40743,0.00117,0,0.0010496,0.0010496,0.0010496
50,1096.26,1.11887,1.23966,0.47043,0.00126,0.44669,0.92001,0.90233,0.94757,0.71654,0.88692,0.87549,0.89887,0.36475,0.92634,1.13238,0.42535,0.00119,0,0.0010298,0.0010298,0.0010298
51,1117.91,1.12293,1.23758,0.47943,0.00126,0.46052,0.90503,0.91504,0.94757,0.72783,0.87549,0.87552,0.89753,0.38024,0.88517,1.11608,0.41986,0.00112,0,0.00101,0.00101,0.00101
52,1139.04,1.0975,1.19696,0.47218,0.00123,0.44219,0.91136,0.90699,0.94946,0.72772,0.87938,0.87357,0.89679,0.37452,0.89772,1.13337,0.4184,0.00114,0,0.0009902,0.0009902,0.0009902
53,1160.38,1.0701,1.19092,0.4683,0.00122,0.44936,0.90326,0.90867,0.94882,0.71574,0.86926,0.88134,0.899,0.36417,0.93396,1.14065,0.4259,0.00119,0,0.0009704,0.0009704,0.0009704
54,1182.73,1.10805,1.23331,0.46922,0.00122,0.44745,0.90953,0.92214,0.95348,0.72921,0.88351,0.895,0.91335,0.3913,0.89662,1.15345,0.4052,0.00114,0,0.0009506,0.0009506,0.0009506
55,1204.43,1.10143,1.21672,0.47477,0.00125,0.45672,0.91488,0.90201,0.9506,0.71346,0.8939,0.88132,0.91783,0.40481,0.9402,1.15862,0.41458,0.00121,0,0.0009308,0.0009308,0.0009308
56,1226.09,1.0864,1.20141,0.46611,0.00126,0.44404,0.91404,0.90889,0.95051,0.72832,0.89055,0.87861,0.91035,0.38202,0.88909,1.11341,0.41097,0.00112,0,0.000911,0.000911,0.000911
57,1247.91,1.09457,1.2089,0.4648,0.00123,0.43301,0.91127,0.91686,0.95009,0.72852,0.89381,0.8993,0.91884,0.40966,0.885,1.15381,0.4045,0.00113,0,0.0008912,0.0008912,0.0008912
58,1270.24,1.08628,1.20273,0.46647,0.00125,0.44215,0.91593,0.91569,0.95196,0.72937,0.88718,0.88407,0.90662,0.3765,0.88614,1.12919,0.41026,0.00111,0,0.0008714,0.0008714,0.0008714
59,1291.84,1.10945,1.20747,0.45713,0.00123,0.42962,0.91603,0.90691,0.95008,0.71782,0.88772,0.86807,0.89939,0.35925,0.93819,1.15572,0.42428,0.00119,0,0.0008516,0.0008516,0.0008516
60,1314.56,1.10017,1.1862,0.45835,0.00122,0.42334,0.91103,0.91122,0.94953,0.72309,0.87946,0.879,0.89826,0.36971,0.89844,1.11421,0.41591,0.00114,0,0.0008318,0.0008318,0.0008318
61,1336.43,1.08235,1.19673,0.45376,0.0012,0.42836,0.9155,0.91335,0.95131,0.727,0.89054,0.88916,0.90528,0.37351,0.89165,1.11725,0.40613,0.00112,0,0.000812,0.000812,0.000812
62,1357.88,1.09583,1.18799,0.45305,0.00121,0.42476,0.92181,0.90827,0.95114,0.72899,0.89977,0.88368,0.91078,0.39568,0.88265,1.12513,0.40624,0.00112,0,0.0007922,0.0007922,0.0007922
63,1379.73,1.06631,1.16516,0.45042,0.00122,0.42962,0.90572,0.90984,0.95082,0.72766,0.88076,0.88486,0.91015,0.38323,0.89335,1.10479,0.41462,0.00114,0,0.0007724,0.0007724,0.0007724
64,1401.95,1.0928,1.1807,0.45899,0.00122,0.42757,0.9219,0.90761,0.95234,0.72895,0.89574,0.87471,0.90386,0.3748,0.89755,1.1415,0.40819,0.00113,0,0.0007526,0.0007526,0.0007526
65,1425.02,1.09405,1.19263,0.45913,0.00125,0.42858,0.91211,0.91608,0.95024,0.73557,0.88598,0.88798,0.90835,0.38565,0.85816,1.09999,0.41184,0.00109,0,0.0007328,0.0007328,0.0007328
66,1448.08,1.0562,1.14607,0.44268,0.00121,0.40665,0.91083,0.92389,0.95507,0.73468,0.89056,0.89032,0.91477,0.39022,0.87713,1.11124,0.40536,0.00111,0,0.000713,0.000713,0.000713
67,1470.32,1.07682,1.16913,0.45114,0.00119,0.41397,0.92382,0.90876,0.95347,0.72754,0.89311,0.87728,0.90894,0.37505,0.90155,1.13342,0.4303,0.00115,0,0.0006932,0.0006932,0.0006932
68,1492.19,1.05825,1.15314,0.44939,0.00119,0.41314,0.91727,0.91309,0.95145,0.72565,0.89775,0.88642,0.91446,0.3918,0.90454,1.13212,0.41156,0.00115,0,0.0006734,0.0006734,0.0006734
69,1514.47,1.06634,1.19879,0.44548,0.0012,0.40643,0.91768,0.91101,0.95026,0.73159,0.89687,0.89071,0.91291,0.3838,0.88278,1.13787,0.40059,0.00112,0,0.0006536,0.0006536,0.0006536
70,1538.36,1.07737,1.15928,0.45378,0.00121,0.41763,0.92004,0.90164,0.95018,0.73061,0.89449,0.89032,0.91699,0.40129,0.88795,1.15573,0.41378,0.00113,0,0.0006338,0.0006338,0.0006338
71,1561.22,1.06876,1.16171,0.4513,0.00121,0.41129,0.91952,0.9114,0.95206,0.73793,0.8931,0.887,0.90966,0.3855,0.85835,1.10557,0.40289,0.00109,0,0.000614,0.000614,0.000614
72,1583.61,1.08011,1.18408,0.44163,0.0012,0.40372,0.91865,0.90945,0.95214,0.72796,0.89062,0.8835,0.90974,0.38453,0.8944,1.11216,0.4126,0.00114,0,0.0005942,0.0005942,0.0005942
73,1606.52,1.05224,1.16187,0.44776,0.00119,0.40435,0.92055,0.90906,0.95007,0.72449,0.88893,0.87784,0.89788,0.3629,0.9018,1.10894,0.41398,0.00114,0,0.0005744,0.0005744,0.0005744
74,1629.11,1.0869,1.17332,0.44656,0.00118,0.42301,0.91865,0.91257,0.95196,0.73274,0.89577,0.88993,0.91485,0.3884,0.88775,1.15465,0.40175,0.00113,0,0.0005546,0.0005546,0.0005546
75,1650.71,1.06671,1.16073,0.44131,0.00119,0.40443,0.92205,0.91374,0.95143,0.73415,0.89169,0.88692,0.90916,0.38355,0.87355,1.13981,0.39987,0.00111,0,0.0005348,0.0005348,0.0005348
76,1672.45,1.05325,1.15719,0.4417,0.00117,0.40301,0.91964,0.91569,0.95104,0.73234,0.89046,0.88407,0.90734,0.388,0.87422,1.1205,0.40581,0.00111,0,0.000515,0.000515,0.000515
77,1693.97,1.0692,1.1635,0.44221,0.0012,0.40982,0.91444,0.92037,0.95056,0.72088,0.89077,0.89761,0.91738,0.41199,0.90961,1.17371,0.40422,0.00116,0,0.0004952,0.0004952,0.0004952
78,1715.21,1.07295,1.17104,0.44299,0.00118,0.41029,0.91767,0.91569,0.95075,0.7354,0.88217,0.87957,0.90044,0.3882,0.86515,1.11336,0.40399,0.00109,0,0.0004754,0.0004754,0.0004754
79,1736.91,1.06803,1.14691,0.43987,0.00119,0.40602,0.92034,0.91179,0.95367,0.73758,0.88336,0.87793,0.90438,0.38702,0.86339,1.11044,0.39815,0.00109,0,0.0004556,0.0004556,0.0004556
80,1758.26,1.06063,1.13304,0.43096,0.00116,0.39602,0.92638,0.90827,0.95365,0.73335,0.89836,0.87969,0.9088,0.3776,0.88087,1.12601,0.4025,0.00111,0,0.0004358,0.0004358,0.0004358
81,1780.25,1.0642,1.15178,0.43806,0.00119,0.40822,0.92258,0.91161,0.95117,0.73229,0.89059,0.88329,0.90221,0.37976,0.87639,1.1334,0.40787,0.00111,0,0.000416,0.000416,0.000416
82,1802.01,1.05449,1.14488,0.43379,0.0012,0.40766,0.92027,0.91455,0.95367,0.73137,0.89226,0.88567,0.90675,0.37805,0.89105,1.10735,0.4062,0.00113,0,0.0003962,0.0003962,0.0003962
83,1824.22,1.06614,1.14084,0.43393,0.00118,0.38871,0.92286,0.91218,0.9536,0.73059,0.89481,0.88981,0.91188,0.40091,0.89153,1.14066,0.39984,0.00114,0,0.0003764,0.0003764,0.0003764
84,1845.96,1.07534,1.14438,0.44638,0.00117,0.40674,0.92304,0.91292,0.9536,0.73617,0.89345,0.88365,0.90536,0.37427,0.86782,1.11332,0.40031,0.0011,0,0.0003566,0.0003566,0.0003566
85,1867.38,1.07244,1.13141,0.4298,0.00117,0.39116,0.91904,0.91725,0.9521,0.72582,0.88373,0.88017,0.90072,0.36601,0.90467,1.11934,0.40792,0.00115,0,0.0003368,0.0003368,0.0003368
86,1888.93,1.05494,1.12465,0.43666,0.00118,0.38704,0.91974,0.91695,0.95209,0.73098,0.8909,0.88286,0.90726,0.3947,0.87675,1.11436,0.40675,0.00111,0,0.000317,0.000317,0.000317
87,1910.62,1.07318,1.15047,0.43893,0.0012,0.3977,0.91502,0.92461,0.95194,0.72707,0.87448,0.88915,0.89582,0.367,0.88923,1.13009,0.40494,0.00112,0,0.0002972,0.0002972,0.0002972
88,1933.25,1.05877,1.12886,0.43555,0.00118,0.39068,0.91845,0.91725,0.95284,0.73102,0.88711,0.88946,0.91062,0.39797,0.88432,1.11881,0.3996,0.00113,0,0.0002774,0.0002774,0.0002774
89,1956.84,1.0246,1.12106,0.42602,0.00118,0.38635,0.92099,0.90996,0.95129,0.73579,0.89018,0.87951,0.90592,0.37699,0.86207,1.11824,0.40187,0.00109,0,0.0002576,0.0002576,0.0002576
90,1978.45,1.0596,1.1444,0.42775,0.00118,0.38641,0.91449,0.91647,0.95162,0.73316,0.88776,0.88916,0.91054,0.39532,0.8765,1.10794,0.40153,0.00112,0,0.0002378,0.0002378,0.0002378
91,2017.99,0.97873,1.08821,0.40823,0.0012,0.37442,0.91482,0.91804,0.95211,0.73755,0.89418,0.8829,0.90831,0.3876,0.85894,1.11999,0.40002,0.00108,0,0.000218,0.000218,0.000218
92,2040.32,0.99397,1.08176,0.4092,0.00121,0.36878,0.92634,0.91306,0.95262,0.73201,0.89896,0.88251,0.90443,0.37856,0.88207,1.12307,0.40113,0.00111,0,0.0001982,0.0001982,0.0001982
93,2061.14,0.9912,1.08543,0.4146,0.00119,0.37777,0.91917,0.91879,0.95205,0.73552,0.89468,0.88863,0.90884,0.38743,0.87173,1.12075,0.40177,0.0011,0,0.0001784,0.0001784,0.0001784
94,2082.05,1.00293,1.104,0.41498,0.0012,0.38321,0.91263,0.92116,0.95195,0.73388,0.89031,0.89032,0.90871,0.37973,0.87594,1.11968,0.39744,0.0011,0,0.0001586,0.0001586,0.0001586
95,2104.42,0.98802,1.09625,0.4043,0.00117,0.36691,0.9202,0.9192,0.95338,0.73731,0.89603,0.89383,0.91435,0.39732,0.86827,1.12923,0.38947,0.0011,0,0.0001388,0.0001388,0.0001388
96,2126.05,0.98369,1.06807,0.40724,0.00119,0.37604,0.92138,0.91491,0.95219,0.73434,0.88278,0.88189,0.89793,0.37419,0.87592,1.11825,0.40194,0.0011,0,0.000119,0.000119,0.000119
97,2147.33,0.97034,1.09307,0.40728,0.00117,0.36514,0.92476,0.9114,0.95076,0.73624,0.89796,0.88486,0.91168,0.39446,0.86526,1.11689,0.39369,0.00109,0,9.92e-05,9.92e-05,9.92e-05
98,2168.1,0.97907,1.08139,0.40518,0.00117,0.36328,0.91819,0.91561,0.9516,0.73274,0.88923,0.88672,0.90764,0.37822,0.87398,1.10875,0.39772,0.0011,0,7.94e-05,7.94e-05,7.94e-05
99,2188.98,0.97091,1.07271,0.40347,0.00117,0.36117,0.91757,0.91803,0.95089,0.7345,0.89363,0.88954,0.90956,0.38901,0.86746,1.11479,0.39571,0.00109,0,5.96e-05,5.96e-05,5.96e-05
100,2210.71,0.98885,1.0934,0.40904,0.00118,0.36604,0.91985,0.9114,0.94983,0.73347,0.89198,0.88368,0.90333,0.38319,0.87006,1.11546,0.39784,0.0011,0,3.98e-05,3.98e-05,3.98e-05
